model,seed,mode,episode,reward
mountaincar_ddqn_per_shaped,1,greedy,2,31.8863
mountaincar_ddqn_per_shaped,1,greedy,3,32.166
mountaincar_ddqn_per_shaped,1,greedy,4,29.7447
mountaincar_ddqn_per_shaped,1,greedy,5,30.6165
mountaincar_ddqn_per_shaped,1,greedy,6,29.7517
mountaincar_ddqn_per_shaped,1,greedy,7,18.9632
mountaincar_ddqn_per_shaped,1,greedy,8,33.6615
mountaincar_ddqn_per_shaped,1,greedy,9,20.5921
mountaincar_ddqn_per_shaped,1,greedy,10,34.4388
mountaincar_ddqn_per_shaped,1,greedy,11,24.6896
mountaincar_ddqn_per_shaped,1,greedy,12,24.7985
mountaincar_ddqn_per_shaped,1,greedy,13,30.8324
mountaincar_ddqn_per_shaped,1,greedy,14,32.4493
mountaincar_ddqn_per_shaped,1,greedy,15,33.5819
mountaincar_ddqn_per_shaped,1,greedy,16,37.0197
mountaincar_ddqn_per_shaped,1,greedy,17,37.8294
mountaincar_ddqn_per_shaped,1,greedy,18,36.5561
mountaincar_ddqn_per_shaped,1,greedy,19,23.989
mountaincar_ddqn_per_shaped,1,greedy,20,25.2782
mountaincar_ddqn_per_shaped,2,greedy,1,50.7887
mountaincar_ddqn_per_shaped,2,greedy,2,53.0672
mountaincar_ddqn_per_shaped,2,greedy,3,-200.0
mountaincar_ddqn_per_shaped,2,greedy,4,70.4527
mountaincar_ddqn_per_shaped,2,greedy,5,75.937
mountaincar_ddqn_per_shaped,2,greedy,6,57.4125
mountaincar_ddqn_per_shaped,2,greedy,7,38.8196
mountaincar_ddqn_per_shaped,2,greedy,8,43.9943
mountaincar_ddqn_per_shaped,2,greedy,9,43.9665
mountaincar_ddqn_per_shaped,2,greedy,10,56.7505
mountaincar_ddqn_per_shaped,2,greedy,11,69.8718
mountaincar_ddqn_per_shaped,2,greedy,12,82.5301
mountaincar_ddqn_per_shaped,2,greedy,13,40.6614
mountaincar_ddqn_per_shaped,2,greedy,14,93.9291
mountaincar_ddqn_per_shaped,2,greedy,15,64.1
mountaincar_ddqn_per_shaped,2,greedy,16,-200.0
mountaincar_ddqn_per_shaped,2,greedy,17,41.2514
mountaincar_ddqn_per_shaped,2,greedy,18,46.9412
mountaincar_ddqn_per_shaped,2,greedy,19,49.441
mountaincar_ddqn_per_shaped,2,greedy,20,45.7271
mountaincar_ppo_improved_shaped,0,greedy,1,-159.1284
mountaincar_ppo_improved_shaped,0,greedy,2,-159.2024
mountaincar_ppo_improved_shaped,0,greedy,3,-163.7448
mountaincar_ppo_improved_shaped,0,greedy,4,-157.7974
mountaincar_ppo_improved_shaped,0,greedy,5,-165.2828
mountaincar_ppo_improved_shaped,0,greedy,6,-149.1083
mountaincar_ppo_improved_shaped,0,greedy,7,-157.3654
mountaincar_ppo_improved_shaped,0,greedy,8,-157.6397
mountaincar_ppo_improved_shaped,0,greedy,9,-165.2969
mountaincar_ppo_improved_shaped,0,greedy,10,-138.7508
mountaincar_ppo_improved_shaped,0,greedy,11,-163.6423
mountaincar_ppo_improved_shaped,0,greedy,12,-138.9262
mountaincar_ppo_improved_shaped,0,greedy,13,-160.8569
mountaincar_ppo_improved_shaped,0,greedy,14,-147.0606
mountaincar_ppo_improved_shaped,0,greedy,15,-149.1399
mountaincar_ppo_improved_shaped,0,greedy,16,-138.7809
mountaincar_ppo_improved_shaped,0,greedy,17,-165.2529
mountaincar_ppo_improved_shaped,0,greedy,18,-139.405
mountaincar_ppo_improved_shaped,0,greedy,19,-166.163
mountaincar_ppo_improved_shaped,0,greedy,20,-142.1317
mountaincar_ppo_improved_shaped,0,stochastic,1,-161.1564
mountaincar_ppo_improved_shaped,0,stochastic,2,-145.7396
mountaincar_ppo_improved_shaped,0,stochastic,3,-163.7448
mountaincar_ppo_improved_shaped,0,stochastic,4,-157.7974
mountaincar_ppo_improved_shaped,0,stochastic,5,-171.4715
mountaincar_ppo_improved_shaped,0,stochastic,6,-149.1083
mountaincar_ppo_improved_shaped,0,stochastic,7,-157.3654
mountaincar_ppo_improved_shaped,0,stochastic,8,-147.7796
mountaincar_ppo_improved_shaped,0,stochastic,9,-165.2969
mountaincar_ppo_improved_shaped,0,stochastic,10,-138.7508
mountaincar_ppo_improved_shaped,0,stochastic,11,-163.6423
mountaincar_ppo_improved_shaped,0,stochastic,12,-142.3705
mountaincar_ppo_improved_shaped,0,stochastic,13,-164.5552
mountaincar_ppo_improved_shaped,0,stochastic,14,-147.0606
mountaincar_ppo_improved_shaped,0,stochastic,15,-152.0153
mountaincar_ppo_improved_shaped,0,stochastic,16,-138.7809
mountaincar_ppo_improved_shaped,0,stochastic,17,-165.2529
mountaincar_ppo_improved_shaped,0,stochastic,18,-142.816
mountaincar_ppo_improved_shaped,0,stochastic,19,-166.163
mountaincar_ppo_improved_shaped,0,stochastic,20,-145.6037
mountaincar_ppo_improved_shaped,1,greedy,1,-143.3281
mountaincar_ppo_improved_shaped,1,greedy,2,-155.7907
mountaincar_ppo_improved_shaped,1,greedy,3,-146.7784
mountaincar_ppo_improved_shaped,1,greedy,4,-164.4449
mountaincar_ppo_improved_shaped,1,greedy,5,-153.5264
mountaincar_ppo_improved_shaped,1,greedy,6,-164.4105
mountaincar_ppo_improved_shaped,1,greedy,7,-158.9479
mountaincar_ppo_improved_shaped,1,greedy,8,-164.4757
mountaincar_ppo_improved_shaped,1,greedy,9,-158.335
mountaincar_ppo_improved_shaped,1,greedy,10,-142.8423
mountaincar_ppo_improved_shaped,1,greedy,11,-157.6574
mountaincar_ppo_improved_shaped,1,greedy,12,-157.3783
mountaincar_ppo_improved_shaped,1,greedy,13,-148.0136
mountaincar_ppo_improved_shaped,1,greedy,14,-165.2986
mountaincar_ppo_improved_shaped,1,greedy,15,-165.8071
mountaincar_ppo_improved_shaped,1,greedy,16,-138.9861
mountaincar_ppo_improved_shaped,1,greedy,17,-164.8559
mountaincar_ppo_improved_shaped,1,greedy,18,-140.0378
mountaincar_ppo_improved_shaped,1,greedy,19,-155.6133
mountaincar_ppo_improved_shaped,1,greedy,20,-156.9888
mountaincar_ppo_improved_shaped,1,stochastic,1,-143.3281
mountaincar_ppo_improved_shaped,1,stochastic,2,-155.7907
mountaincar_ppo_improved_shaped,1,stochastic,3,-146.7784
mountaincar_ppo_improved_shaped,1,stochastic,4,-164.4449
mountaincar_ppo_improved_shaped,1,stochastic,5,-153.5264
mountaincar_ppo_improved_shaped,1,stochastic,6,-164.4105
mountaincar_ppo_improved_shaped,1,stochastic,7,-158.9479
mountaincar_ppo_improved_shaped,1,stochastic,8,-164.4757
mountaincar_ppo_improved_shaped,1,stochastic,9,-158.335
mountaincar_ppo_improved_shaped,1,stochastic,10,-142.8423
mountaincar_ppo_improved_shaped,1,stochastic,11,-157.6574
mountaincar_ppo_improved_shaped,1,stochastic,12,-157.3783
mountaincar_ppo_improved_shaped,1,stochastic,13,-148.0136
mountaincar_ppo_improved_shaped,1,stochastic,14,-165.2986
mountaincar_ppo_improved_shaped,1,stochastic,15,-165.8071
mountaincar_ppo_improved_shaped,1,stochastic,16,-138.9861
mountaincar_ppo_improved_shaped,1,stochastic,17,-164.8559
mountaincar_ppo_improved_shaped,1,stochastic,18,-140.0378
mountaincar_ppo_improved_shaped,1,stochastic,19,-155.6133
mountaincar_ppo_improved_shaped,1,stochastic,20,-156.9888
mountaincar_ppo_improved_shaped,2,greedy,1,-158.8382
mountaincar_ppo_improved_shaped,2,greedy,2,-157.7355
mountaincar_ppo_improved_shaped,2,greedy,3,-142.0663
mountaincar_ppo_improved_shaped,2,greedy,4,-165.3984
mountaincar_ppo_improved_shaped,2,greedy,5,-165.4068
mountaincar_ppo_improved_shaped,2,greedy,6,-164.101
mountaincar_ppo_improved_shaped,2,greedy,7,-143.0885
mountaincar_ppo_improved_shaped,2,greedy,8,-155.5227
mountaincar_ppo_improved_shaped,2,greedy,9,-147.3817
mountaincar_ppo_improved_shaped,2,greedy,10,-159.9344
mountaincar_ppo_improved_shaped,2,greedy,11,-165.7161
mountaincar_ppo_improved_shaped,2,greedy,12,-165.2508
mountaincar_ppo_improved_shaped,2,greedy,13,-143.2702
mountaincar_ppo_improved_shaped,2,greedy,14,-162.7636
mountaincar_ppo_improved_shaped,2,greedy,15,-165.1206
mountaincar_ppo_improved_shaped,2,greedy,16,-140.1226
mountaincar_ppo_improved_shaped,2,greedy,17,-149.4821
mountaincar_ppo_improved_shaped,2,greedy,18,-156.407
mountaincar_ppo_improved_shaped,2,greedy,19,-157.3737
mountaincar_ppo_improved_shaped,2,greedy,20,-153.9623
mountaincar_ppo_improved_shaped,2,stochastic,1,-158.8382
mountaincar_ppo_improved_shaped,2,stochastic,2,-157.7355
mountaincar_ppo_improved_shaped,2,stochastic,3,-142.0663
mountaincar_ppo_improved_shaped,2,stochastic,4,-165.3984
mountaincar_ppo_improved_shaped,2,stochastic,5,-165.4068
mountaincar_ppo_improved_shaped,2,stochastic,6,-164.101
mountaincar_ppo_improved_shaped,2,stochastic,7,-143.0885
mountaincar_ppo_improved_shaped,2,stochastic,8,-155.5227
mountaincar_ppo_improved_shaped,2,stochastic,9,-147.3817
mountaincar_ppo_improved_shaped,2,stochastic,10,-159.9344
mountaincar_ppo_improved_shaped,2,stochastic,11,-165.7161
mountaincar_ppo_improved_shaped,2,stochastic,12,-165.2508
mountaincar_ppo_improved_shaped,2,stochastic,13,-143.2702
mountaincar_ppo_improved_shaped,2,stochastic,14,-162.7636
mountaincar_ppo_improved_shaped,2,stochastic,15,-165.1206
mountaincar_ppo_improved_shaped,2,stochastic,16,-140.1226
mountaincar_ppo_improved_shaped,2,stochastic,17,-149.4821
mountaincar_ppo_improved_shaped,2,stochastic,18,-156.407
mountaincar_ppo_improved_shaped,2,stochastic,19,-157.3737
mountaincar_ppo_improved_shaped,2,stochastic,20,-153.9623
