environment,algorithm,seed,episode,train_reward,eval_reward,epsilon
MountainCar-v0,dueling_dqn,0,183,-150.9399,,0.062926
MountainCar-v0,dueling_dqn,0,184,23.594,,0.061982
MountainCar-v0,dueling_dqn,0,185,22.5518,,0.061052
MountainCar-v0,dueling_dqn,0,186,-169.1732,,0.060137
MountainCar-v0,dueling_dqn,0,187,30.27,,0.059235
MountainCar-v0,dueling_dqn,0,188,27.0908,,0.058346
MountainCar-v0,dueling_dqn,0,189,-88.3504,,0.057471
MountainCar-v0,dueling_dqn,0,190,-62.1306,,0.056609
MountainCar-v0,dueling_dqn,0,191,-137.8007,,0.05576
MountainCar-v0,dueling_dqn,0,192,-148.8142,,0.054923
MountainCar-v0,dueling_dqn,0,193,57.0334,,0.054099
MountainCar-v0,dueling_dqn,0,194,-159.5821,,0.053288
MountainCar-v0,dueling_dqn,0,195,33.7235,,0.052489
MountainCar-v0,dueling_dqn,0,196,-149.0038,,0.051701
MountainCar-v0,dueling_dqn,0,197,-181.4808,,0.050926
MountainCar-v0,dueling_dqn,0,198,-168.3744,,0.050162
MountainCar-v0,dueling_dqn,0,199,-154.2464,,0.049409
MountainCar-v0,dueling_dqn,0,200,-124.9085,-160.3789,0.048668
MountainCar-v0,dueling_dqn,1,1,-200.0,,0.985
MountainCar-v0,dueling_dqn,1,2,-186.4241,,0.970225
MountainCar-v0,dueling_dqn,1,3,-200.0,,0.955672
MountainCar-v0,dueling_dqn,1,4,-200.0,,0.941337
MountainCar-v0,dueling_dqn,1,5,-200.0,,0.927217
MountainCar-v0,dueling_dqn,1,6,-188.9694,,0.913308
MountainCar-v0,dueling_dqn,1,7,-196.909,,0.899609
MountainCar-v0,dueling_dqn,1,8,-200.0,,0.886115
MountainCar-v0,dueling_dqn,1,9,-177.8375,,0.872823
MountainCar-v0,dueling_dqn,1,10,-194.5751,,0.85973
MountainCar-v0,dueling_dqn,1,11,-186.6822,,0.846834
MountainCar-v0,dueling_dqn,1,12,-194.3582,,0.834132
MountainCar-v0,dueling_dqn,1,13,-171.1746,,0.82162
MountainCar-v0,dueling_dqn,1,14,-200.0,,0.809296
MountainCar-v0,dueling_dqn,1,15,-175.4563,,0.797156
MountainCar-v0,dueling_dqn,1,16,-180.5103,,0.785199
MountainCar-v0,dueling_dqn,1,17,-200.0,,0.773421
MountainCar-v0,dueling_dqn,1,18,-200.0,,0.76182
MountainCar-v0,dueling_dqn,1,19,-183.3695,,0.750392
MountainCar-v0,dueling_dqn,1,20,-200.0,-160.3789,0.739136
MountainCar-v0,dueling_dqn,1,21,-191.2536,,0.728049
MountainCar-v0,dueling_dqn,1,22,-174.5251,,0.717129
MountainCar-v0,dueling_dqn,1,23,-180.9805,,0.706372
MountainCar-v0,dueling_dqn,1,24,-200.0,,0.695776
MountainCar-v0,dueling_dqn,1,25,-200.0,,0.685339
MountainCar-v0,dueling_dqn,1,26,-178.0154,,0.675059
MountainCar-v0,dueling_dqn,1,27,-120.6043,,0.664934
MountainCar-v0,dueling_dqn,1,28,-200.0,,0.65496
MountainCar-v0,dueling_dqn,1,29,-145.3799,,0.645135
MountainCar-v0,dueling_dqn,1,30,-183.9619,,0.635458
MountainCar-v0,dueling_dqn,1,31,-182.6671,,0.625926
MountainCar-v0,dueling_dqn,1,32,-157.7171,,0.616537
MountainCar-v0,dueling_dqn,1,33,-190.0439,,0.607289
MountainCar-v0,dueling_dqn,1,34,-163.7009,,0.59818
MountainCar-v0,dueling_dqn,1,35,-138.0799,,0.589207
MountainCar-v0,dueling_dqn,1,36,-151.23,,0.580369
MountainCar-v0,dueling_dqn,1,37,-138.8751,,0.571664
MountainCar-v0,dueling_dqn,1,38,-179.9424,,0.563089
MountainCar-v0,dueling_dqn,1,39,-141.3049,,0.554642
MountainCar-v0,dueling_dqn,1,40,-125.0583,4.9741,0.546323
MountainCar-v0,dueling_dqn,1,41,-125.581,,0.538128
MountainCar-v0,dueling_dqn,1,42,-138.9912,,0.530056
MountainCar-v0,dueling_dqn,1,43,-103.9689,,0.522105
MountainCar-v0,dueling_dqn,1,44,-75.2457,,0.514273
MountainCar-v0,dueling_dqn,1,45,-116.8185,,0.506559
MountainCar-v0,dueling_dqn,1,46,-81.4114,,0.498961
MountainCar-v0,dueling_dqn,1,47,-172.7309,,0.491477
MountainCar-v0,dueling_dqn,1,48,-109.8529,,0.484104
MountainCar-v0,dueling_dqn,1,49,-103.0614,,0.476843
MountainCar-v0,dueling_dqn,1,50,-150.3237,,0.46969
MountainCar-v0,dueling_dqn,1,51,-101.4884,,0.462645
MountainCar-v0,dueling_dqn,1,52,-148.7608,,0.455705
MountainCar-v0,dueling_dqn,1,53,-122.8341,,0.44887
MountainCar-v0,dueling_dqn,1,54,-114.5332,,0.442137
MountainCar-v0,dueling_dqn,1,55,-142.9397,,0.435505
MountainCar-v0,dueling_dqn,1,56,-119.8076,,0.428972
MountainCar-v0,dueling_dqn,1,57,-50.296,,0.422537
MountainCar-v0,dueling_dqn,1,58,-123.4609,,0.416199
MountainCar-v0,dueling_dqn,1,59,-157.3032,,0.409956
MountainCar-v0,dueling_dqn,1,60,-99.9926,-200.0,0.403807
MountainCar-v0,dueling_dqn,1,61,-159.0696,,0.39775
MountainCar-v0,dueling_dqn,1,62,-131.873,,0.391784
MountainCar-v0,dueling_dqn,1,63,-75.4743,,0.385907
MountainCar-v0,dueling_dqn,1,64,-100.0091,,0.380118
MountainCar-v0,dueling_dqn,1,65,-85.3121,,0.374417
MountainCar-v0,dueling_dqn,1,66,-159.4371,,0.3688
MountainCar-v0,dueling_dqn,1,67,-91.1042,,0.363268
MountainCar-v0,dueling_dqn,1,68,-66.6007,,0.357819
MountainCar-v0,dueling_dqn,1,69,21.0791,,0.352452
MountainCar-v0,dueling_dqn,1,70,-134.6354,,0.347165
MountainCar-v0,dueling_dqn,1,71,-159.9658,,0.341958
MountainCar-v0,dueling_dqn,1,72,-178.7452,,0.336828
MountainCar-v0,dueling_dqn,1,73,-85.837,,0.331776
